"","Phylum","Class","Order","Family","Genus","Species","OTU"
"EU509323.1.1385","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Family XIII","D_5__[Eubacterium] brachy group","D_6__uncultured bacterium","EU509323.1.1385"
"EU509753.1.1385","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Faecalibaculum","D_6__uncultured bacterium","EU509753.1.1385"
"EU778011.1.1385","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__F082","D_5__uncultured bacterium","D_6__uncultured bacterium","EU778011.1.1385"
"EU778044.1.1385","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","EU778044.1.1385"
"FJ364878.1.1392","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","FJ364878.1.1392"
"FJ371358.1.1391","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","FJ371358.1.1391"
"FJ506495.1.1385","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Escherichia-Shigella","D_6__uncultured bacterium","FJ506495.1.1385"
"GQ493011.1.1385","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","GQ493011.1.1385"
"KF582910.1.1385","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Escherichia-Shigella","D_6__Escherichia sp. 2011SOCPBJ1","KF582910.1.1385"
"DQ794172.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ794172.1.1384"
"DQ794243.1.1396","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","DQ794243.1.1396"
"DQ801343.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Agathobacter","D_6__uncultured bacterium","DQ801343.1.1384"
"DQ801650.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ801650.1.1384"
"DQ806696.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ806696.1.1384"
"EF096368.1.1396","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","EF096368.1.1396"
"EU450964.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Family XIII","D_5__[Eubacterium] brachy group","D_6__uncultured bacterium","EU450964.1.1384"
"EU452226.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","EU452226.1.1384"
"EU452505.1.1384","D_1__Actinobacteria","D_2__Coriobacteriia","D_3__Coriobacteriales","D_4__Eggerthellaceae","D_5__Enterorhabdus","D_6__uncultured bacterium","EU452505.1.1384"
"EU454716.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","EU454716.1.1384"
"EU459848.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__[Ruminococcus] gauvreauii group","D_6__uncultured bacterium","EU459848.1.1384"
"EU462135.1.1384","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Erysipelotrichaceae UCG-003","D_6__uncultured bacterium","EU462135.1.1384"
"EU506329.1.1397","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","EU506329.1.1397"
"EU509549.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia","D_6__uncultured bacterium","EU509549.1.1384"
"EU511030.1.1384","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Faecalibaculum","D_6__uncultured bacterium","EU511030.1.1384"
"EU760447.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","EU760447.1.1384"
"EU775346.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","EU775346.1.1384"
"EU775515.1.1388","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-005","D_6__uncultured bacterium","EU775515.1.1388"
"EU778522.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","EU778522.1.1384"
"FJ370890.1.1389","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","FJ370890.1.1389"
"FJ681631.1.1419","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","FJ681631.1.1419"
"GQ448183.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium","GQ448183.1.1384"
"JX048245.1.1384","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnoclostridium","D_6__bacterium NLAE-zl-G207","JX048245.1.1384"
"KM257675.1.1384","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Lactobacillaceae","D_5__Lactobacillus","D_6__Lactobacillus reuteri","KM257675.1.1384"
"KP690833.1.1384","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Enterococcaceae","D_5__Enterococcus","D_6__uncultured bacterium","KP690833.1.1384"
"DQ795971.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Faecalibacterium","D_6__uncultured bacterium","DQ795971.1.1383"
"DQ796150.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ796150.1.1383"
"DQ797587.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ797587.1.1383"
"DQ800017.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ800017.1.1383"
"DQ800034.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ800034.1.1383"
"DQ807300.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia","D_6__uncultured bacterium","DQ807300.1.1383"
"DQ807314.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ807314.1.1383"
"DQ807364.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ807364.1.1383"
"EU451423.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","EU451423.1.1383"
"EU464299.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","EU464299.1.1383"
"EU504148.1.1394","D_1__Actinobacteria","D_2__Coriobacteriia","D_3__Coriobacteriales","D_4__Eggerthellaceae","D_5__Enterorhabdus","D_6__uncultured bacterium","EU504148.1.1394"
"EU506620.1.1395","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Intestinimonas","D_6__uncultured bacterium","EU506620.1.1395"
"EU509921.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","EU509921.1.1383"
"EU510573.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","EU510573.1.1383"
"EU774060.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae AC2044 group","D_6__uncultured bacterium","EU774060.1.1383"
"EU775079.1.1395","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","EU775079.1.1395"
"EU779004.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","EU779004.1.1383"
"FJ366666.1.1388","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides","D_6__uncultured bacterium","FJ366666.1.1388"
"FJ506543.1.1383","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Escherichia-Shigella","D_6__uncultured bacterium","FJ506543.1.1383"
"FJ680520.1.1383","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","FJ680520.1.1383"
"GU966656.1.1383","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Pasteurellales","D_4__Pasteurellaceae","D_5__Rodentibacter","D_6__Pasteurellaceae bacterium P625","GU966656.1.1383"
"DQ014912.1.1382","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Lactobacillaceae","D_5__Lactobacillus","D_6__uncultured bacterium","DQ014912.1.1382"
"DQ794844.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnoclostridium","D_6__uncultured bacterium","DQ794844.1.1382"
"DQ798902.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ798902.1.1382"
"DQ809995.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia","D_6__uncultured bacterium","DQ809995.1.1382"
"DQ824494.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Eisenbergiella","D_6__uncultured bacterium","DQ824494.1.1382"
"EF096933.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","EF096933.1.1382"
"EF098113.1.1394","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","EF098113.1.1394"
"EF519868.1.1382","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Lactobacillaceae","D_5__Lactobacillus","D_6__Lactobacillus salivarius","EF519868.1.1382"
"EU453675.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","EU453675.1.1382"
"EU454514.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","EU454514.1.1382"
"EU455933.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","EU455933.1.1382"
"EU474942.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Marvinbryantia","D_6__uncultured bacterium","EU474942.1.1382"
"EU474973.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Marvinbryantia","D_6__uncultured bacterium","EU474973.1.1382"
"EU474989.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Marvinbryantia","D_6__uncultured bacterium","EU474989.1.1382"
"EU475063.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Marvinbryantia","D_6__uncultured bacterium","EU475063.1.1382"
"EU503753.1.1382","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Dubosiella","D_6__uncultured bacterium","EU503753.1.1382"
"EU504081.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__A2","D_6__uncultured bacterium","EU504081.1.1382"
"EU507039.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","EU507039.1.1382"
"EU507944.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcus 1","D_6__uncultured bacterium","EU507944.1.1382"
"EU510524.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","EU510524.1.1382"
"EU510984.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia","D_6__uncultured bacterium","EU510984.1.1382"
"EU772361.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Marvinbryantia","D_6__uncultured bacterium","EU772361.1.1382"
"EU778962.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 5","D_6__uncultured bacterium","EU778962.1.1382"
"EU779443.1.1382","D_1__Cyanobacteria","D_2__Melainabacteria","D_3__Gastranaerophilales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium","EU779443.1.1382"
"FJ681426.1.1425","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","FJ681426.1.1425"
"GQ491421.1.1382","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Escherichia-Shigella","D_6__uncultured bacterium","GQ491421.1.1382"
"GQ493657.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnoclostridium","D_6__uncultured bacterium","GQ493657.1.1382"
"GU644482.1.1382","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Escherichia-Shigella","D_6__Escherichia sp. enrichment culture clone NBAR018","GU644482.1.1382"
"JX048339.1.1382","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__bacterium NLAE-zl-G364","JX048339.1.1382"
"JX096169.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-010","D_6__uncultured bacterium","JX096169.1.1382"
"KF841941.1.1382","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Enterobacter","D_6__uncultured bacterium","KF841941.1.1382"
"AB702860.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured Clostridiales bacterium","AB702860.1.1381"
"AB749370.1.1381","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus","D_6__uncultured Lactococcus sp.","AB749370.1.1381"
"DQ796750.1.1382","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ796750.1.1382"
"DQ800204.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ800204.1.1381"
"DQ823822.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","DQ823822.1.1381"
"EF097088.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","EF097088.1.1381"
"EF097814.1.1381","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","EF097814.1.1381"
"EU452539.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","EU452539.1.1381"
"EU457352.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","EU457352.1.1381"
"EU470107.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","EU470107.1.1381"
"EU474220.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-001","D_6__uncultured bacterium","EU474220.1.1381"
"EU505150.1.1381","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","EU505150.1.1381"
"EU508131.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","EU508131.1.1381"
"EU642891.1.1381","D_1__Firmicutes","D_2__Bacilli","D_3__Bacillales","D_4__Staphylococcaceae","D_5__Staphylococcus","D_6__uncultured Staphylococcus sp.","EU642891.1.1381"
"EU774490.1.1393","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcus 1","D_6__uncultured bacterium","EU774490.1.1393"
"EU775110.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnoclostridium","D_6__uncultured bacterium","EU775110.1.1381"
"EU779049.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","EU779049.1.1381"
"FJ680586.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","FJ680586.1.1381"
"FJ753829.1.1381","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Escherichia-Shigella","D_6__swine fecal bacterium RF2C-Xyl8","FJ753829.1.1381"
"GQ448867.1.1381","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides","D_6__uncultured bacterium","GQ448867.1.1381"
"GQ492126.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","GQ492126.1.1381"
"HQ754554.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Anaerotruncus","D_6__uncultured organism","HQ754554.1.1381"
"JX095359.1.1381","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-010","D_6__uncultured bacterium","JX095359.1.1381"
"DQ015000.1.1380","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Lactobacillaceae","D_5__Lactobacillus","D_6__uncultured bacterium","DQ015000.1.1380"
"DQ795914.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","DQ795914.1.1380"
"DQ796324.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Fusicatenibacter","D_6__uncultured bacterium","DQ796324.1.1380"
"DQ796878.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NC2004 group","D_6__uncultured bacterium","DQ796878.1.1380"
"DQ805903.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Fusicatenibacter","D_6__uncultured bacterium","DQ805903.1.1380"
"DQ816661.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Hydrogenoanaerobacterium","D_6__uncultured bacterium","DQ816661.1.1380"
"EF096640.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Oscillibacter","D_6__uncultured bacterium","EF096640.1.1380"
"EF097818.1.1392","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcus 1","D_6__uncultured bacterium","EF097818.1.1392"
"EF097964.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium","EF097964.1.1380"
"EU454984.1.1380","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","EU454984.1.1380"
